start_x,end_x,width_px,peak_x,peak_dev_px,mean_dev_px
326.0,378.0,53.0,365.0,-1.1257546330300308,-0.8680233306062339
546.0,559.0,14.0,549.0,1.1251100295449064,0.9281831546069789
