y,x_detected,baseline_x,deflection_x_px,modified_z,confidence
0,160.0,158.36903917102168,1.630960828978317,2.3491026120337954,0.518797
1,160.0,158.37525475994215,1.6247452400578482,2.338310639814204,0.48872182
2,161.0,158.38147034886262,2.6185296511373792,4.0637937587692825,0.5112782
3,160.0,158.3876859377831,1.6123140622169103,2.316726695375021,0.56390977
4,160.0,158.3939015267036,1.606098473296413,2.3059347231553806,0.6165413
5,159.0,158.40011711562406,0.5998828843759441,0.5588676597611194,0.7669173
6,159.0,158.40633270454452,0.5936672954554751,0.548075687541528,0.90225565
7,159.0,158.412548293465,0.5874517065350062,0.5372837153219366,0.8947368
8,159.0,158.41876388238546,0.5812361176145373,0.5264917431023451,0.81954885
9,159.0,158.42497947130593,0.5750205286940684,0.5156997708827538,0.7293233
10,159.0,158.4311950602264,0.5688049397735995,0.5049077986631624,0.7443609
11,159.0,158.4374106491469,0.5625893508531021,0.49411582644352153,0.69924814
12,159.0,158.44362623806737,0.5563737619326332,0.48332385422393004,0.6616541
13,159.0,158.44984182698784,0.5501581730121643,0.47253188200433865,0.7593985
14,159.0,158.4560574159083,0.5439425840916954,0.4617399097847472,0.69924814
15,159.0,158.46227300482877,0.5377269951712265,0.4509479375651558,0.68421054
16,159.0,158.46848859374924,0.5315114062507575,0.44015596534556434,0.7894737
17,159.0,158.47470418266974,0.5252958173302602,0.42936399312592355,0.57894737
18,159.0,158.4809197715902,0.5190802284097913,0.4185720209063321,0.6466165
19,159.0,158.48713536051068,0.5128646394893224,0.40778004868674067,0.9548872
20,159.0,158.49335094943115,0.5066490505688535,0.3969880764671493,0.7969925
21,159.0,158.49956653835162,0.5004334616483845,0.3861961042475578,0.7819549
22,160.0,158.50578212727208,1.4942178727279156,2.111679223202636,0.60150373
23,159.0,158.51199771619255,0.4880022838074467,0.36461215980837497,0.5263158
24,159.0,158.51821330511305,0.48178669488694936,0.3538201875887342,0.57894737
25,159.0,158.52442889403352,0.47557110596648045,0.3430282153691427,0.6165413
26,159.0,158.530644482954,0.46935551704601153,0.3322362431495513,0.6766917
27,159.0,158.53686007187446,0.4631399281255426,0.32144427092995986,0.6917293
28,159.0,158.54307566079493,0.4569243392050737,0.3106522987103684,0.71428573
29,159.0,158.5492912497154,0.4507087502846048,0.299860326490777,0.7518797
30,159.0,158.55550683863586,0.44449316136413586,0.28906835427118555,0.7669173
31,159.0,158.56172242755636,0.4382775724436385,0.27827638205154476,0.7443609
32,159.0,158.56793801647683,0.4320619835231696,0.2674844098319533,0.84962404
33,159.0,158.5741536053973,0.4258463946027007,0.2566924376123619,0.9097744
34,159.0,158.58036919431777,0.41963080568223177,0.24590046539277044,0.7593985
35,159.0,158.58658478323824,0.41341521676176285,0.235108493173179,0.31578946
36,159.0,158.5928003721587,0.40719962784129393,0.2243165209535876,0.39849624
37,159.0,158.59901596107917,0.400984038920825,0.21352454873399615,0.5864662
38,159.0,158.60523154999967,0.3947684500003277,0.20273257651435536,0.556391
39,159.0,158.61144713892014,0.38855286107985876,0.19194060429476392,0.5037594
40,159.0,158.6176627278406,0.38233727215938984,0.18114863207517248,0.5037594
41,159.0,158.62387831676108,0.3761216832389209,0.17035665985558107,0.48120302
42,159.0,158.63009390568155,0.369906094318452,0.1595646876359896,0.5263158
43,159.0,158.63630949460202,0.3636905053979831,0.1487727154163982,0.62406015
44,159.0,158.6425250835225,0.35747491647751417,0.13798074319680675,0.6766917
45,159.0,158.64874067244298,0.35125932755701683,0.12718877097716597,0.65413535
46,159.0,158.65495626136345,0.3450437386365479,0.11639679875757453,0.6466165
47,159.0,158.66117185028392,0.338828149716079,0.10560482653798309,0.6616541
48,159.0,158.6673874392044,0.3326125607956101,0.09481285431839166,0.65413535
49,159.0,158.67360302812486,0.32639697187514116,0.08402088209880022,0.48872182
50,159.0,158.67981861704533,0.32018138295467224,0.07322890987920878,0.5263158
51,159.0,158.68603420596583,0.3139657940341749,0.062436937659568,0.6616541
52,159.0,158.6922497948863,0.307750205113706,0.05164496543997656,0.7443609
53,159.0,158.69846538380676,0.30153461619323707,0.040852993220385124,0.69924814
54,159.0,158.70468097272723,0.29531902727276815,0.030061021000793695,0.71428573
55,159.0,158.7108965616477,0.28910343835229924,0.01926904878120226,0.7969925
56,159.0,158.71711215056817,0.2828878494318303,0.008477076561610824,0.65413535
57,158.0,158.72332773948864,-0.7233277394886386,-1.73858998683265,0.68421054
58,160.0,158.72954332840914,1.270456671590864,1.7231682232970482,0.6766917
59,160.0,158.7357589173296,1.2642410826703951,1.7123762510774567,0.6466165
60,160.0,158.74197450625007,1.2580254937499262,1.7015842788578655,0.60902256
61,158.0,158.74819009517054,-0.7481900951705427,-1.7817578757110653,0.7894737
62,158.0,158.754405684091,-0.7544056840910116,-1.7925498479306567,0.5864662
63,159.0,158.76062127301148,0.23937872698851947,-0.06706672897557857,0.56390977
64,158.0,158.76683686193195,-0.7668368619319494,-1.8141337923698397,0.7293233
65,159.0,158.77305245085245,0.22694754914755322,-0.0886506734148108,0.83458644
66,158.0,158.77926803977292,-0.7792680397729157,-1.835717736809072,0.556391
67,159.0,158.78548362869338,0.21451637130661538,-0.11023461785399366,0.6766917
68,158.0,158.79169921761385,-0.7916992176138535,-1.8573016812482548,0.518797
69,159.0,158.79791480653432,0.20208519346567755,-0.13181856229317654,0.518797
70,159.0,158.8041303954548,0.19586960454520863,-0.14261053451276798,0.8120301
71,159.0,158.81034598437526,0.1896540156247397,-0.1534025067323594,0.85714287
72,159.0,158.81656157329576,0.18343842670424237,-0.1641944789520002,0.7969925
