x,y_detected,baseline_y,deflection_y_px,modified_z,confidence
465,15.0,16.863533,-1.863533,-1.7854911,0.7181818
466,15.0,16.85924,-1.8592396,-1.7815697,0.58181816
467,15.0,16.854946,-1.8549461,-1.7776483,0.37272727
468,17.0,16.850653,0.1493473,0.052939888,0.3090909
469,16.0,16.84636,-0.84635925,-0.8564722,0.3181818
470,15.0,16.842064,-1.8420639,-1.7658826,0.57272726
471,15.0,16.83777,-1.8377705,-1.7619612,1.0
472,15.0,16.833477,-1.833477,-1.7580401,0.8545455
473,15.0,16.829184,-1.8291836,-1.7541187,0.54545456
474,15.0,16.82489,-1.8248901,-1.7501973,0.5318182
475,15.0,16.820597,-1.8205967,-1.7462759,0.44545454
476,16.0,16.816303,-0.81630325,-0.8290211,0.48181817
477,17.0,16.81201,0.18799019,0.088233724,0.54545456
478,17.0,16.807716,0.19228363,0.09215507,0.47272727
479,16.0,16.803421,-0.803421,-0.8172553,0.4
480,17.0,16.79913,0.20087051,0.09999776,0.4
481,16.0,16.794834,-0.79483414,-0.8094126,0.52272725
482,16.0,16.79054,-0.7905407,-0.8054913,0.5272727
483,16.0,16.786247,-0.78624725,-0.80156994,0.53636366
484,15.0,16.781954,-1.7819538,-1.7109821,0.50454545
485,17.0,16.77766,0.22233963,0.11960622,0.5181818
486,17.0,16.773367,0.22663307,0.123527564,0.53636366
487,18.0,16.769073,1.2309265,1.0407823,0.39545456
488,17.0,16.76478,0.23521996,0.13137025,0.42727274
489,16.0,16.760487,-0.7604866,-0.7780419,0.5863636
490,17.0,16.756191,0.24380875,0.13921468,0.6227273
491,17.0,16.7519,0.24810028,0.14313428,0.7409091
492,17.0,16.747604,0.25239563,0.14705737,0.6727273
493,16.0,16.74331,-0.7433109,-0.7623548,0.44545454
494,18.0,16.739017,1.2609825,1.0682336,0.44545454
495,16.0,16.734724,-0.73472404,-0.75451213,0.66818184
496,16.0,16.73043,-0.7304306,-0.75059074,0.5954546
497,17.0,16.726137,0.27386284,0.1666641,0.85
498,17.0,16.721844,0.27815628,0.17058544,0.8636364
499,18.0,16.71755,1.2824497,1.0878403,0.6136364
500,18.0,16.713257,1.2867432,1.0917616,0.68636364
501,17.0,16.708961,0.2910385,0.18235122,0.8727273
502,17.0,16.704668,0.29533195,0.18627255,0.7590909
503,17.0,16.700375,0.2996254,0.1901939,0.6545454
504,17.0,16.696081,0.30391884,0.19411524,0.4318182
505,20.0,16.691788,3.3082123,2.9380372,0.36363637
506,17.0,16.687494,0.31250572,0.20195794,0.41363636
507,17.0,16.6832,0.31679916,0.20587927,0.8181818
508,17.0,16.678907,0.3210926,0.20980062,0.6727273
509,17.0,16.674614,0.32538605,0.21372198,0.54545456
510,17.0,16.67032,0.3296795,0.2176433,0.4
511,15.0,16.666027,-1.6660271,-1.6051023,0.3318182
512,17.0,16.661732,0.33826828,0.22548774,0.4318182
513,17.0,16.657438,0.34256172,0.22940907,0.6818182
514,17.0,16.653145,0.34685516,0.23333043,0.6
515,17.0,16.648851,0.3511486,0.23725177,0.5772727
516,17.0,16.644558,0.35544205,0.2411731,0.5318182
517,15.0,16.640265,-1.6402645,-1.5815725,0.4227273
518,15.0,16.635971,-1.6359711,-1.5776511,0.38636363
519,15.0,16.631678,-1.6316776,-1.5737298,0.3318182
520,16.0,16.627384,-0.6273842,-0.656475,0.41363636
521,17.0,16.62309,0.37690926,0.26077983,0.5590909
522,16.0,16.618797,-0.6187973,-0.6486323,0.65909094
523,16.0,16.614502,-0.61450195,-0.6447092,0.7818182
524,17.0,16.610209,0.3897915,0.2725456,0.5272727
525,15.0,16.605915,-1.6059151,-1.5502001,0.35454544
526,17.0,16.601622,0.39837837,0.2803883,0.4227273
527,17.0,16.597328,0.4026718,0.28430963,0.9136364
528,17.0,16.593035,0.40696526,0.288231,0.74545455
529,18.0,16.588741,1.4112587,1.2054858,0.57272726
530,17.0,16.584448,0.41555214,0.29607368,0.5090909
531,18.0,16.580154,1.4198456,1.2133285,0.49545455
532,17.0,16.575861,0.42413902,0.30391636,0.40454546
533,17.0,16.571568,0.42843246,0.3078377,0.37272727
534,19.0,16.567272,2.4327278,2.1384277,0.29545453
535,19.0,16.562979,2.4370213,2.142349,0.33636364
536,17.0,16.558685,0.4413147,0.31960347,0.5772727
537,17.0,16.554392,0.44560814,0.32352483,0.97727275
538,17.0,16.550098,0.44990158,0.32744616,0.78636366
539,16.0,16.545805,-0.545805,-0.581966,0.46818182
540,17.0,16.541512,0.45848846,0.33528885,0.37272727
541,16.0,16.537218,-0.5372181,-0.57412326,0.48181817
542,17.0,16.532925,0.46707535,0.34313154,0.7090909
543,17.0,16.528631,0.4713688,0.3470529,0.67727274
544,17.0,16.524338,0.47566223,0.35097423,0.4318182
545,19.0,16.520042,2.4799576,2.1815643,0.52272725
546,19.0,16.515749,2.484251,2.1854856,0.49545455
547,15.0,16.511456,-1.5114555,-1.463927,0.46818182
548,15.0,16.507162,-1.5071621,-1.4600056,0.45909092
549,15.0,16.502869,-1.5028687,-1.4560843,0.46363637
550,16.0,16.498575,-0.4985752,-0.53882945,0.40454546
551,15.0,16.494282,-1.4942818,-1.4482415,0.38636363
552,15.0,16.489988,-1.4899883,-1.4443203,0.35
553,19.0,16.485695,2.514305,2.212935,0.45909092
554,19.0,16.481401,2.5185986,2.2168565,0.42727274
555,19.0,16.477108,2.522892,2.2207778,0.38636363
556,19.0,16.472813,2.5271873,2.2247007,0.40454546
557,18.0,16.46852,1.5314808,1.3152887,0.43636364
558,18.0,16.464226,1.5357742,1.31921,0.4181818
559,17.0,16.459932,0.5400677,0.4097979,0.4227273
560,17.0,16.455639,0.5443611,0.41371924,0.69545454
561,17.0,16.451345,0.54865456,0.41764057,0.8363636
562,17.0,16.447052,0.552948,0.42156193,0.65909094
563,16.0,16.442759,-0.44275856,-0.48785025,0.57272726
564,17.0,16.438465,0.5615349,0.4294046,0.70454544
565,17.0,16.434172,0.5658283,0.43332598,0.69545454
566,17.0,16.429878,0.57012177,0.4372473,0.5
567,16.0,16.425583,-0.4255829,-0.4721631,0.75
568,16.0,16.42129,-0.42128944,-0.46824178,0.75454545
569,17.0,16.416996,0.583004,0.44901305,0.7590909
570,17.0,16.412703,0.58729744,0.4529344,0.6454545
571,17.0,16.40841,0.5915909,0.45685577,0.5681818
572,16.0,16.404116,-0.40411568,-0.45255637,0.53636366
573,16.0,16.399822,-0.39982224,-0.44863504,0.5954546
574,19.0,16.395529,2.6044712,2.2952867,0.7
575,17.0,16.391235,0.60876465,0.47254112,0.90909094
576,17.0,16.38694,0.61306,0.47646424,0.8727273
577,15.0,16.382648,-1.3826485,-1.3462832,0.8363636
578,16.0,16.378353,-0.37835312,-0.42902657,0.8772727
579,17.0,16.37406,0.6259403,0.48822823,0.85
580,16.0,16.369766,-0.36976624,-0.4211839,0.79545456
581,16.0,16.365473,-0.3654728,-0.41726252,0.83181816
582,17.0,16.36118,0.63882065,0.49999228,0.5863636
583,15.0,16.356886,-1.3568859,-1.3227534,0.4909091
584,17.0,16.352592,0.64740753,0.507835,0.65
585,17.0,16.348299,0.651701,0.5117563,0.6818182
586,17.0,16.344006,0.6559944,0.51567763,0.8272727
587,18.0,16.33971,1.6602898,1.4329342,0.85
588,17.0,16.335419,0.6645813,0.52352035,0.81363636
589,17.0,16.331123,0.66887665,0.5274434,0.8454546
590,17.0,16.32683,0.6731701,0.53136474,0.50454545
591,15.0,16.322536,-1.3225365,-1.2913808,0.38181818
592,19.0,16.318243,2.681757,2.3658743,0.5681818
593,19.0,16.31395,2.6860504,2.3697958,0.84090906
594,19.0,16.309656,2.6903439,2.373717,0.74545455
595,19.0,16.305363,2.6946373,2.3776386,0.45909092
596,17.0,16.30107,0.69893074,0.55489284,0.48636365
597,17.0,16.296776,0.7032242,0.55881417,0.59090906
598,16.0,16.29248,-0.29248047,-0.3505962,0.4409091
599,17.0,16.288187,0.711813,0.5666586,0.33636364
600,17.0,16.283894,0.7161064,0.57057995,0.47272727
601,17.0,16.2796,0.72039986,0.5745013,0.47727272
602,18.0,16.275307,1.7246933,1.4917562,0.42727274
603,16.0,16.271013,-0.27101326,-0.33098948,0.5863636
604,16.0,16.26672,-0.26671982,-0.32706815,0.6409091
605,17.0,16.262426,0.7375736,0.59018666,0.81363636
606,17.0,16.258133,0.74186707,0.59410805,0.7181818
607,17.0,16.25384,0.7461605,0.5980294,0.73636365
608,17.0,16.249546,0.75045395,0.6019507,0.46818182
609,15.0,16.24525,-1.2452507,-1.2207932,0.57272726
610,15.0,16.240957,-1.2409573,-1.2168719,0.5318182
611,17.0,16.236664,0.7633362,0.6137165,0.6363636
612,17.0,16.23237,0.7676296,0.6176378,0.41363636
613,18.0,16.228077,1.7719231,1.5348926,0.4
614,15.0,16.223783,-1.2237835,-1.2011864,0.3590909
615,18.0,16.21949,1.78051,1.5427353,0.45454547
616,19.0,16.215197,2.7848034,2.4599903,0.6136364
617,18.0,16.210903,1.7890968,1.5505781,0.69545454
618,18.0,16.20661,1.7933903,1.5544994,0.45909092
619,15.0,16.202316,-1.2023163,-1.1815797,0.47727272
620,16.0,16.19802,-0.19802094,-0.26432317,0.4409091
621,17.0,16.193727,0.8062725,0.6529317,0.45909092
622,17.0,16.189434,0.81056595,0.656853,0.45
623,15.0,16.18514,-1.1851406,-1.1658926,0.4409091
624,15.0,16.180847,-1.1808472,-1.1619712,0.4227273
625,17.0,16.176554,0.8234463,0.66861707,0.55
626,17.0,16.17226,0.8277397,0.6725384,0.75454545
627,16.0,16.167967,-0.16796684,-0.23687375,0.9318182
628,17.0,16.163673,0.8363266,0.68038106,0.8954545
629,17.0,16.15938,0.84062004,0.68430245,0.94545454
630,17.0,16.155087,0.8449135,0.6882238,0.69545454
631,15.0,16.150791,-1.1507912,-1.1345202,0.42727274
632,17.0,16.146498,0.8535023,0.6960682,0.73636365
633,17.0,16.142204,0.8577957,0.69998956,0.8454546
634,16.0,16.13791,-0.13791084,-0.2094226,0.8090909
635,15.0,16.133617,-1.1336174,-1.1188347,0.8545455
636,15.0,16.129324,-1.129324,-1.1149135,0.7681818
637,17.0,16.12503,0.8749695,0.71567494,0.81363636
638,17.0,16.120737,0.8792629,0.7195962,0.8181818
639,17.0,16.116444,0.88355637,0.7235176,0.8
640,17.0,16.11215,0.8878498,0.727439,0.8545455
641,17.0,16.107857,0.89214325,0.73136026,0.8727273
642,17.0,16.103561,0.8964386,0.7352834,0.75454545
643,17.0,16.099268,0.90073204,0.7392047,0.8681818
644,17.0,16.094975,0.9050255,0.7431261,0.7818182
645,17.0,16.090681,0.9093189,0.7470474,0.79545456
646,16.0,16.086388,-0.086387634,-0.16236472,0.6409091
647,17.0,16.082094,0.9179058,0.7548901,0.49545455
648,17.0,16.0778,0.92219925,0.7588115,0.44545454
649,19.0,16.073507,2.9264927,2.5893998,0.31363636
650,15.0,16.069214,-1.0692139,-1.0600128,0.49545455
651,15.0,16.06492,-1.0649204,-1.0560914,0.5681818
652,17.0,16.060627,0.939373,0.7744968,0.49545455
653,14.0,16.056332,-2.0563316,-1.9615805,0.49545455
654,15.0,16.052038,-1.0520382,-1.0443257,0.6636364
655,15.0,16.047745,-1.0477448,-1.0404043,0.9045454
656,17.0,16.043451,0.9565487,0.79018396,0.91818184
657,17.0,16.039158,0.96084213,0.7941053,0.9590909
658,17.0,16.034864,0.9651356,0.7980266,0.81363636
659,17.0,16.030571,0.969429,0.801948,0.6454545
660,15.0,16.026278,-1.0262775,-1.0207977,0.51363635
661,18.0,16.021984,1.9780159,1.7231243,0.35454544
662,17.0,16.01769,0.98230934,0.81371206,0.38181818
663,16.0,16.013397,-0.013397217,-0.09570013,0.46363637
664,15.0,16.009102,-1.0091019,-1.0051105,0.50454545
665,15.0,16.004808,-1.0048084,-1.0011892,0.52272725
666,16.0,16.000515,-0.00051498413,-0.08393436,0.6727273
667,17.0,15.996222,1.0037785,0.83332044,0.9045454
